release_date,title,website_title,cleaned_website_title,final_title
2016-06-02,me_before_you,me_before_you,me_before_you,me_before_you
2012-06-29,madeas_witness_protection,madeas_witness_protection,madeas_witness_protection,madeas_witness_protection
1971-10-09,the_french_connection,the_french_connection,the_french_connection,the_french_connection
2016-07-28,bad_moms,bad_moms,bad_moms,bad_moms
2006-02-17,date_movie,https://www.rottentomatoes.com/m/date_movie,1155470-date_movie,1155470-date_movie
2002-02-14,return_to_never_land,return_to_never_land,return_to_never_land,return_to_never_land
2014-12-25,selma,selma,selma,selma
2003-02-07,the_jungle_book_2,https://www.rottentomatoes.com/m/the_jungle_book_2,jungle_book_2,jungle_book_2
2005-02-04,boogeyman,boogeyman,boogeyman,boogeyman
2007-02-08,premonition,premonition,premonition,premonition
2000-02-11,the_tigger_movie,the_tigger_movie,the_tigger_movie,the_tigger_movie
2009-07-24,orphan,https://www.rottentomatoes.com/m/orphan,10010658-orphan,10010658-orphan
2015-06-26,max,max,max,max
2007-01-25,epic_movie,epic_movie,epic_movie,epic_movie
2015-11-06,spotlight,https://www.rottentomatoes.com/m/spotlight,spotlight_2015,spotlight_2015
2008-09-19,lakeview_terrace,https://www.rottentomatoes.com/m/lakeview_terrace,1196215-lakeview_terrace,1196215-lakeview_terrace
2006-10-13,the_grudge_2,https://www.rottentomatoes.com/m/the_grudge_2,grudge_2,grudge_2
1998-08-14,how_stella_got_her_groove_back,how_stella_got_her_groove_back,how_stella_got_her_groove_back,how_stella_got_her_groove_back
1991-07-19,bill__teds_bogus_journey,https://www.rottentomatoes.com/m/bill__teds_bogus_journey,bill__teds_bogus_journey,https://www.rottentomatoes.com/m/bill__teds_bogus_journey
2006-10-09,man_of_the_year,man_of_the_year,man_of_the_year,man_of_the_year
1979-12-18,the_black_hole,the_black_hole,the_black_hole,the_black_hole
2010-08-31,the_american,the_american,the_american,the_american
1997-03-21,selena,selena,selena,selena
2010-08-18,vampires_suck,vampires_suck,vampires_suck,vampires_suck
2006-09-08,babel,babel,babel,babel
2014-09-10,this_is_where_i_leave_you,this_is_where_i_leave_you,this_is_where_i_leave_you,this_is_where_i_leave_you
2008-11-27,doubt,doubt,doubt,doubt
2004-10-10,team_america_world_police,team_america_world_police,team_america_world_police,team_america_world_police
2013-01-03,texas_chainsaw_3d,texas_chainsaw_3d,texas_chainsaw_3d,texas_chainsaw_3d
1995-10-27,copycat,https://www.rottentomatoes.com/m/copycat,1065837-copycat,1065837-copycat
2013-04-11,scary_movie_5,scary_movie_5,scary_movie_5,scary_movie_5
1969-10-15,paint_your_wagon,paint_your_wagon,paint_your_wagon,paint_your_wagon
2008-11-26,milk,milk,milk,milk
2016-02-19,risen,risen,risen,risen
2002-10-25,ghost_ship,ghost_ship,ghost_ship,ghost_ship
2011-11-04,a_very_harold__kumar_christmas,https://www.rottentomatoes.com/m/a_very_harold__kumar_christmas,very_harold_and_kumar_christmas,very_harold_and_kumar_christmas
1998-03-20,wild_things,wild_things,wild_things,wild_things
2009-10-16,the_stepfather,https://www.rottentomatoes.com/m/the_stepfather,10010668-stepfather,10010668-stepfather
2010-04-11,the_debt,https://www.rottentomatoes.com/m/the_debt,1211195-debt,1211195-debt
2000-03-17,high_fidelity,https://www.rottentomatoes.com/m/high_fidelity,1095420-high_fidelity,1095420-high_fidelity
2008-01-04,one_missed_call,one_missed_call,one_missed_call,one_missed_call
1996-01-12,eye_for_an_eye,https://www.rottentomatoes.com/m/eye_for_an_eye,eye_for_an_eye_2019,eye_for_an_eye_2019
2008-02-28,the_bank_job,the_bank_job,the_bank_job,the_bank_job
2004-03-19,eternal_sunshine_of_the_spotless_mind,eternal_sunshine_of_the_spotless_mind,eternal_sunshine_of_the_spotless_mind,eternal_sunshine_of_the_spotless_mind
2010-09-24,you_again,you_again,you_again,you_again
2008-04-10,street_kings,street_kings,street_kings,street_kings
2013-07-18,the_worlds_end,the_worlds_end,the_worlds_end,the_worlds_end
2007-06-15,nancy_drew,nancy_drew,nancy_drew,nancy_drew
2009-01-06,daybreakers,daybreakers,daybreakers,daybreakers
2010-03-11,shes_out_of_my_league,shes_out_of_my_league,shes_out_of_my_league,shes_out_of_my_league
2011-07-01,monte_carlo,monte_carlo,monte_carlo,monte_carlo
2006-03-24,stay_alive,https://www.rottentomatoes.com/m/stay_alive,10006370-stay_alive,10006370-stay_alive
1990-10-17,quigley_down_under,quigley_down_under,quigley_down_under,quigley_down_under
2010-09-17,alpha_and_omega,alpha_and_omega,alpha_and_omega,alpha_and_omega
2006-09-08,the_covenant,https://www.rottentomatoes.com/m/the_covenant,covenant,covenant
2006-04-21,stick_it,stick_it,stick_it,stick_it
2009-08-21,shorts,shorts,shorts,shorts
1995-05-20,to_die_for,https://www.rottentomatoes.com/m/to_die_for,1066712-to_die_for,1066712-to_die_for
2016-07-27,nerve,nerve,nerve,nerve
2008-09-12,appaloosa,appaloosa,appaloosa,appaloosa
1998-04-15,vampires,vampires,vampires,vampires
1960-06-16,psycho,psycho,psycho,psycho
2008-09-19,my_best_friends_girl,my_best_friends_girl,my_best_friends_girl,my_best_friends_girl
2014-02-12,endless_love,endless_love,endless_love,endless_love
2007-05-11,georgia_rule,georgia_rule,georgia_rule,georgia_rule
1981-07-31,under_the_rainbow,under_the_rainbow,under_the_rainbow,under_the_rainbow
1985-03-27,ladyhawke,ladyhawke,ladyhawke,ladyhawke
1998-09-11,simon_birch,simon_birch,simon_birch,simon_birch
2007-03-23,reign_over_me,reign_over_me,reign_over_me,reign_over_me
2007-09-11,into_the_wild,into_the_wild,into_the_wild,into_the_wild
2006-09-29,school_for_scoundrels,school_for_scoundrels,school_for_scoundrels,school_for_scoundrels
2012-10-10,silent_hill_revelation_3d,silent_hill_revelation_3d,silent_hill_revelation_3d,silent_hill_revelation_3d
1996-01-19,from_dusk_till_dawn,from_dusk_till_dawn,from_dusk_till_dawn,from_dusk_till_dawn
2005-02-11,poohs_heffalump_movie,poohs_heffalump_movie,poohs_heffalump_movie,poohs_heffalump_movie
1995-11-02,home_for_the_holidays,https://www.rottentomatoes.com/m/home_for_the_holidays,1066169-home_for_the_holidays,1066169-home_for_the_holidays
2002-07-26,the_country_bears,https://www.rottentomatoes.com/m/the_country_bears,country_bears,country_bears
2007-10-14,the_kite_runner,https://www.rottentomatoes.com/m/the_kite_runner,kite_runner,kite_runner
2003-09-06,21_grams,21_grams,21_grams,21_grams
2004-09-03,paparazzi,paparazzi,paparazzi,paparazzi
2003-01-17,a_guy_thing,a_guy_thing,a_guy_thing,a_guy_thing
2000-07-21,loser,https://www.rottentomatoes.com/m/loser,1098734-loser,1098734-loser
2009-09-06,capitalism_a_love_story,capitalism_a_love_story,capitalism_a_love_story,capitalism_a_love_story
1965-02-15,the_greatest_story_ever_told,https://www.rottentomatoes.com/m/the_greatest_story_ever_told,greatest_story_ever_told,greatest_story_ever_told
2015-10-14,secret_in_their_eyes,secret_in_their_eyes,secret_in_their_eyes,secret_in_their_eyes
2008-08-29,disaster_movie,disaster_movie,disaster_movie,disaster_movie
2009-12-04,armored,armored,armored,armored
1997-11-14,the_man_who_knew_too_little,the_man_who_knew_too_little,the_man_who_knew_too_little,the_man_who_knew_too_little
2011-09-30,whats_your_number,whats_your_number,whats_your_number,whats_your_number
2012-04-12,lockout,lockout,lockout,lockout
2004-04-30,envy,envy,envy,envy
2009-04-16,crank_high_voltage,crank_high_voltage,crank_high_voltage,crank_high_voltage
1994-10-14,bullets_over_broadway,bullets_over_broadway,bullets_over_broadway,bullets_over_broadway
2006-10-13,one_night_with_the_king,one_night_with_the_king,one_night_with_the_king,one_night_with_the_king
2002-11-22,the_quiet_american,https://www.rottentomatoes.com/m/the_quiet_american,1118347-quiet_american,1118347-quiet_american
2005-10-20,the_weather_man,https://www.rottentomatoes.com/m/the_weather_man,weather_man,weather_man
2002-08-23,undisputed,undisputed,undisputed,undisputed
2008-09-19,ghost_town,ghost_town,ghost_town,ghost_town
2009-03-19,12_rounds,12_rounds,12_rounds,12_rounds
2010-10-01,let_me_in,let_me_in,let_me_in,let_me_in
1994-05-06,3_ninjas_kick_back,3_ninjas_kick_back,3_ninjas_kick_back,3_ninjas_kick_back
2008-01-20,be_kind_rewind,be_kind_rewind,be_kind_rewind,be_kind_rewind
2005-09-09,mrs_henderson_presents,mrs_henderson_presents,mrs_henderson_presents,mrs_henderson_presents
2016-02-19,triple_9,triple_9,triple_9,triple_9
1997-08-26,deconstructing_harry,deconstructing_harry,deconstructing_harry,deconstructing_harry
1999-10-22,three_to_tango,three_to_tango,three_to_tango,three_to_tango
2015-10-02,burnt,burnt,burnt,burnt
1989-12-15,were_no_angels,https://www.rottentomatoes.com/m/were_no_angels,1023286-were_no_angels,1023286-were_no_angels
1996-12-06,everyone_says_i_love_you,everyone_says_i_love_you,everyone_says_i_love_you,everyone_says_i_love_you
2007-08-31,death_sentence,death_sentence,death_sentence,death_sentence
2009-12-04,everybodys_fine,everybodys_fine,everybodys_fine,everybodys_fine
2004-08-27,superbabies_baby_geniuses_2,https://www.rottentomatoes.com/m/superbabies_baby_geniuses_2,superbabies_baby_geniuses_2,https://www.rottentomatoes.com/m/superbabies_baby_geniuses_2
2005-09-08,the_man,the_man,the_man,the_man
2007-01-05,code_name_the_cleaner,code_name_the_cleaner,code_name_the_cleaner,code_name_the_cleaner
2004-04-16,connie_and_carla,connie_and_carla,connie_and_carla,connie_and_carla
1969-01-01,sweet_charity,sweet_charity,sweet_charity,sweet_charity
2014-12-25,inherent_vice,inherent_vice,inherent_vice,inherent_vice
2006-02-24,doogal,https://www.rottentomatoes.com/m/doogal,1156283-doogal,1156283-doogal
2013-09-21,battle_of_the_year,battle_of_the_year,battle_of_the_year,battle_of_the_year
2008-10-03,an_american_carol,an_american_carol,an_american_carol,an_american_carol
2013-09-12,machete_kills,machete_kills,machete_kills,machete_kills
2003-03-14,willard,willard,willard,willard
2008-02-01,strange_wilderness,strange_wilderness,strange_wilderness,strange_wilderness
1999-09-03,topsy_turvy,https://www.rottentomatoes.com/m/topsy_turvy,topsyturvy,topsyturvy
2015-04-23,little_boy,https://www.rottentomatoes.com/m/little_boy,little_boy_2015,little_boy_2015
2011-09-30,a_dangerous_method,a_dangerous_method,a_dangerous_method,a_dangerous_method
2006-05-25,a_scanner_darkly,a_scanner_darkly,a_scanner_darkly,a_scanner_darkly
2012-10-25,chasing_mavericks,chasing_mavericks,chasing_mavericks,chasing_mavericks
2005-01-28,alone_in_the_dark,alone_in_the_dark,alone_in_the_dark,alone_in_the_dark
2009-08-06,bandslam,bandslam,bandslam,bandslam
2004-09-08,birth,birth,birth,birth
2014-12-30,a_most_violent_year,a_most_violent_year,a_most_violent_year,a_most_violent_year
2008-10-17,passchendaele,https://www.rottentomatoes.com/m/passchendaele,1218219-passchendaele,1218219-passchendaele
2008-09-07,flash_of_genius,flash_of_genius,flash_of_genius,flash_of_genius
2007-10-01,im_not_there,https://www.rottentomatoes.com/m/im_not_there,im_not_there_suppositions_on_a_film_concerning_dylan,im_not_there_suppositions_on_a_film_concerning_dylan
2012-04-04,the_cold_light_of_day,the_cold_light_of_day,the_cold_light_of_day,the_cold_light_of_day
2008-09-09,the_brothers_bloom,https://www.rottentomatoes.com/m/the_brothers_bloom,brothers_bloom,brothers_bloom
2008-10-24,synecdoche_new_york,synecdoche_new_york,synecdoche_new_york,synecdoche_new_york
1980-06-20,cant_stop_the_music,cant_stop_the_music,cant_stop_the_music,cant_stop_the_music
2005-10-06,the_proposition,https://www.rottentomatoes.com/m/the_proposition,proposition,proposition
2015-11-13,my_all_american,my_all_american,my_all_american,my_all_american
2003-08-22,marci_x,marci_x,marci_x,marci_x
2002-12-06,equilibrium,equilibrium,equilibrium,equilibrium
2000-04-27,the_yards,https://www.rottentomatoes.com/m/the_yards,yards,yards
2012-08-29,the_oogieloves_in_the_big_balloon_adventure,the_oogieloves_in_the_big_balloon_adventure,the_oogieloves_in_the_big_balloon_adventure,the_oogieloves_in_the_big_balloon_adventure
2015-11-12,by_the_sea,https://www.rottentomatoes.com/m/by_the_sea,by_the_sea,https://www.rottentomatoes.com/m/by_the_sea
2005-01-01,the_game_of_their_lives,https://www.rottentomatoes.com/m/the_game_of_their_lives,game_of_their_lives,game_of_their_lives
2010-12-03,all_good_things,all_good_things,all_good_things,all_good_things
1994-09-09,rapa_nui,https://www.rottentomatoes.com/m/rapa_nui,https://www.rottentomatoes.com/m/rapa_nui,https://www.rottentomatoes.com/m/https://www.rottentomatoes.com/m/rapa_nui
2011-03-16,dylan_dog_dead_of_night,dylan_dog_dead_of_night,dylan_dog_dead_of_night,dylan_dog_dead_of_night
2002-11-21,people_i_know,people_i_know,people_i_know,people_i_know
2010-12-10,the_tempest,https://www.rottentomatoes.com/m/the_tempest,tempest,tempest
2015-10-01,regression,regression,regression,regression
2008-04-03,three_kingdoms_resurrection_of_the_dragon,three_kingdoms_resurrection_of_the_dragon,three_kingdoms_resurrection_of_the_dragon,three_kingdoms_resurrection_of_the_dragon
2007-07-27,butterfly_on_a_wheel,https://www.rottentomatoes.com/m/butterfly_on_a_wheel,shattered,shattered
2012-06-05,zambezia,zambezia,zambezia,zambezia
2014-01-24,dwegons,https://www.rottentomatoes.com/m/dwegons,dwegons_and_leprechauns,dwegons_and_leprechauns
2016-08-26,hands_of_stone,hands_of_stone,hands_of_stone,hands_of_stone
2015-05-21,survivor,survivor,survivor,survivor
2013-07-18,the_frozen_ground,the_frozen_ground,the_frozen_ground,the_frozen_ground
2006-12-09,the_painted_veil,the_painted_veil,the_painted_veil,the_painted_veil
1990-11-09,dances_with_wolves,dances_with_wolves,dances_with_wolves,dances_with_wolves
2011-05-16,bad_teacher,bad_teacher,bad_teacher,bad_teacher
1989-09-15,sea_of_love,sea_of_love,sea_of_love,sea_of_love
2004-07-10,a_cinderella_story,a_cinderella_story,a_cinderella_story,a_cinderella_story
1996-12-20,scream,https://www.rottentomatoes.com/m/scream,1074316-scream,1074316-scream
2001-10-26,thir13en_ghosts,https://www.rottentomatoes.com/m/thir13en_ghosts,thirteen_ghosts,thirteen_ghosts
1980-05-22,the_shining,https://www.rottentomatoes.com/m/the_shining,shining,shining
1985-07-03,back_to_the_future,back_to_the_future,back_to_the_future,back_to_the_future
1999-10-29,house_on_haunted_hill,house_on_haunted_hill,house_on_haunted_hill,house_on_haunted_hill
2009-09-11,i_can_do_bad_all_by_myself,i_can_do_bad_all_by_myself,i_can_do_bad_all_by_myself,i_can_do_bad_all_by_myself
2016-07-22,fight_valley,fight_valley,fight_valley,fight_valley
2010-05-11,the_switch,the_switch,the_switch,the_switch
2003-01-09,just_married,just_married,just_married,just_married
2011-02-11,the_devils_double,the_devils_double,the_devils_double,the_devils_double
2000-07-26,thomas_and_the_magic_railroad,thomas_and_the_magic_railroad,thomas_and_the_magic_railroad,thomas_and_the_magic_railroad
2010-02-26,the_crazies,https://www.rottentomatoes.com/m/the_crazies,1205380-crazies,1205380-crazies
1984-05-04,the_bounty,https://www.rottentomatoes.com/m/the_bounty,1002947-bounty,1002947-bounty
2013-11-08,the_book_thief,the_book_thief,the_book_thief,the_book_thief
2008-10-16,sex_drive,sex_drive,sex_drive,sex_drive
2010-01-08,leap_year,leap_year,leap_year,leap_year
1964-03-24,the_fall_of_the_roman_empire,https://www.rottentomatoes.com/m/the_fall_of_the_roman_empire,fall_of_roman_empire,https://www.rottentomatoes.com/m/fall_of_roman_empire
2011-03-04,take_me_home_tonight,take_me_home_tonight,take_me_home_tonight,take_me_home_tonight
2012-09-28,wont_back_down,wont_back_down,wont_back_down,wont_back_down
1993-11-24,the_nutcracker,https://www.rottentomatoes.com/m/the_nutcracker,None,None
1996-08-16,kansas_city,kansas_city,kansas_city,kansas_city
2016-07-29,indignation,indignation,indignation,indignation
2005-04-15,the_amityville_horror,the_amityville_horror,the_amityville_horror,the_amityville_horror
2002-12-06,adaptation,https://www.rottentomatoes.com/m/adaptation,1118700-adaptation,1118700-adaptation
2005-06-24,land_of_the_dead,land_of_the_dead,land_of_the_dead,land_of_the_dead
1998-05-22,fear_and_loathing_in_las_vegas,fear_and_loathing_in_las_vegas,fear_and_loathing_in_las_vegas,fear_and_loathing_in_las_vegas
2009-09-13,the_invention_of_lying,the_invention_of_lying,the_invention_of_lying,the_invention_of_lying
2014-05-08,neighbors,https://www.rottentomatoes.com/m/neighbors,neighbors_2014,neighbors_2014
1994-07-29,the_mask,https://www.rottentomatoes.com/m/the_mask,mask,mask
1988-06-03,big,big,big,big
2006-11-01,borat_cultural_learnings_of_america_for_make_benefit_glorious_nation_of_kazakhstan,https://www.rottentomatoes.com/m/borat_cultural_learnings_of_america_for_make_benefit_glorious_nation_of_kazakhstan,borat,borat
2001-07-13,legally_blonde,legally_blonde,legally_blonde,legally_blonde
1984-05-31,star_trek_iii_the_search_for_spock,star_trek_iii_the_search_for_spock,star_trek_iii_the_search_for_spock,star_trek_iii_the_search_for_spock
2005-09-09,the_exorcism_of_emily_rose,https://www.rottentomatoes.com/m/the_exorcism_of_emily_rose,exorcism_of_emily_rose,exorcism_of_emily_rose
1999-12-10,deuce_bigalow_male_gigolo,deuce_bigalow_male_gigolo,deuce_bigalow_male_gigolo,deuce_bigalow_male_gigolo
2014-10-03,left_behind,left_behind,left_behind,left_behind
2005-12-14,the_family_stone,https://www.rottentomatoes.com/m/the_family_stone,family_stone,family_stone
2004-01-20,barbershop_2__back_in_business,https://www.rottentomatoes.com/m/barbershop_2__back_in_business,barbershop_2_back_in_business,barbershop_2_back_in_business
2003-11-26,bad_santa,bad_santa,bad_santa,bad_santa
1997-05-02,austin_powers_international_man_of_mystery,austin_powers_international_man_of_mystery,austin_powers_international_man_of_mystery,austin_powers_international_man_of_mystery
2016-03-23,my_big_fat_greek_wedding_2,my_big_fat_greek_wedding_2,my_big_fat_greek_wedding_2,my_big_fat_greek_wedding_2
2011-03-25,diary_of_a_wimpy_kid_rodrick_rules,https://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_rodrick_rules,diary_of_a_wimpy_kid_2_rodrick_rules,diary_of_a_wimpy_kid_2_rodrick_rules
1987-06-11,predator,predator,predator,predator
1984-10-26,amadeus,amadeus,amadeus,amadeus
2008-04-10,prom_night,prom_night,prom_night,prom_night
2004-04-30,mean_girls,mean_girls,mean_girls,mean_girls
2003-04-30,under_the_tuscan_sun,under_the_tuscan_sun,under_the_tuscan_sun,under_the_tuscan_sun
2001-11-07,gosford_park,gosford_park,gosford_park,gosford_park
1986-10-05,peggy_sue_got_married,peggy_sue_got_married,peggy_sue_got_married,peggy_sue_got_married
2014-08-27,birdman,https://www.rottentomatoes.com/m/birdman,birdman_2014,birdman_2014
2013-07-25,blue_jasmine,blue_jasmine,blue_jasmine,blue_jasmine
2006-04-28,united_93,united_93,united_93,united_93
2003-11-24,honey,honey,honey,honey
1996-05-24,spy_hard,spy_hard,spy_hard,spy_hard
1980-02-08,the_fog,the_fog,the_fog,the_fog
2011-04-08,soul_surfer,soul_surfer,soul_surfer,soul_surfer
1970-06-24,catch_22,catch_22,catch_22,catch_22
2009-04-10,observe_and_report,observe_and_report,observe_and_report,observe_and_report
1984-06-29,conan_the_destroyer,conan_the_destroyer,conan_the_destroyer,conan_the_destroyer
1980-11-14,raging_bull,raging_bull,raging_bull,raging_bull
2009-09-18,love_happens,love_happens,love_happens,love_happens
1985-12-04,young_sherlock_holmes,young_sherlock_holmes,young_sherlock_holmes,young_sherlock_holmes
2009-01-01,fame,fame,fame,fame
2010-11-05,127_hours,127_hours,127_hours,127_hours
2000-05-19,small_time_crooks,small_time_crooks,small_time_crooks,small_time_crooks
2000-05-12,center_stage,center_stage,center_stage,center_stage
2015-11-12,love_the_coopers,love_the_coopers,love_the_coopers,love_the_coopers
2004-02-06,catch_that_kid,catch_that_kid,catch_that_kid,catch_that_kid
2001-10-25,life_as_a_house,life_as_a_house,life_as_a_house,life_as_a_house
2015-10-09,steve_jobs,steve_jobs,steve_jobs,steve_jobs
2009-07-10,i_love_you_beth_cooper,https://www.rottentomatoes.com/m/i_love_you_beth_cooper,1198658-i_love_you_beth_cooper,1198658-i_love_you_beth_cooper
2009-09-11,youth_in_revolt,youth_in_revolt,youth_in_revolt,youth_in_revolt
1981-08-20,the_legend_of_the_lone_ranger,the_legend_of_the_lone_ranger,the_legend_of_the_lone_ranger,the_legend_of_the_lone_ranger
2001-02-11,the_tailor_of_panama,https://www.rottentomatoes.com/m/the_tailor_of_panama,tailor_of_panama,tailor_of_panama
1981-07-24,blow_out,blow_out,blow_out,blow_out
2013-08-29,getaway,getaway,getaway,getaway
1997-09-27,the_ice_storm,https://www.rottentomatoes.com/m/the_ice_storm,ice_storm,ice_storm
2014-07-20,and_so_it_goes,and_so_it_goes,and_so_it_goes,and_so_it_goes
1989-03-22,troop_beverly_hills,troop_beverly_hills,troop_beverly_hills,troop_beverly_hills
2004-09-03,being_julia,being_julia,being_julia,being_julia
1986-02-14,nine_12_weeks,https://www.rottentomatoes.com/m/nine_12_weeks,9_12_weeks,9_12_weeks
1981-06-26,dragonslayer,dragonslayer,dragonslayer,dragonslayer
2009-09-04,the_last_station,https://www.rottentomatoes.com/m/the_last_station,last_station,last_station
1994-09-27,ed_wood,ed_wood,ed_wood,ed_wood
2013-12-27,labor_day,https://www.rottentomatoes.com/m/labor_day,labor_day_2013,labor_day_2013
2008-09-04,rocknrolla,rocknrolla,rocknrolla,rocknrolla
1982-06-25,megaforce,megaforce,megaforce,megaforce
1996-12-25,hamlet,hamlet,hamlet,hamlet
2009-10-01,maos_last_dancer,maos_last_dancer,maos_last_dancer,maos_last_dancer
2016-02-18,midnight_special,https://www.rottentomatoes.com/m/midnight_special,midnight_special_2015,midnight_special_2015
2003-08-27,anything_else,anything_else,anything_else,anything_else
2013-12-26,the_railway_man,the_railway_man,the_railway_man,the_railway_man
2016-05-03,restoration,https://www.rottentomatoes.com/m/restoration,restoration_2016,restoration_2016
1986-11-21,the_wraith,https://www.rottentomatoes.com/m/the_wraith,wraith,wraith
2002-01-01,salton_sea,salton_sea,salton_sea,salton_sea
2013-09-25,metallica_through_the_never,metallica_through_the_never,metallica_through_the_never,metallica_through_the_never
2008-11-05,the_informers,https://www.rottentomatoes.com/m/the_informers,informers,https://www.rottentomatoes.com/m/informers
2010-05-19,carlos,https://www.rottentomatoes.com/m/carlos,carlos_2010,carlos_2010
2009-05-14,i_come_with_the_rain,i_come_with_the_rain,i_come_with_the_rain,i_come_with_the_rain
1999-08-02,one_mans_hero,one_mans_hero,one_mans_hero,one_mans_hero
1985-07-19,day_of_the_dead,day_of_the_dead,day_of_the_dead,day_of_the_dead
2016-04-14,i_am_wrath,i_am_wrath,i_am_wrath,i_am_wrath
1985-04-09,red_sonja,https://www.rottentomatoes.com/m/red_sonja,1017352-red_sonja,1017352-red_sonja
2012-03-02,red_lights,red_lights,red_lights,red_lights
2007-08-17,superbad,superbad,superbad,superbad
2009-02-16,madea_goes_to_jail,madea_goes_to_jail,madea_goes_to_jail,madea_goes_to_jail
2014-08-28,wolves,wolves,wolves,wolves
2008-02-14,step_up_2_the_streets,step_up_2_the_streets,step_up_2_the_streets,step_up_2_the_streets
2005-12-16,hoodwinked,https://www.rottentomatoes.com/m/hoodwinked,1155109-hoodwinked,1155109-hoodwinked
2004-09-11,hotel_rwanda,hotel_rwanda,hotel_rwanda,hotel_rwanda
2007-11-21,hitman,hitman,hitman,hitman
2013-11-27,black_nativity,black_nativity,black_nativity,black_nativity
2014-08-22,the_prince,the_prince,the_prince,the_prince
2002-01-01,city_of_ghosts,city_of_ghosts,city_of_ghosts,city_of_ghosts
2001-08-02,the_others,https://www.rottentomatoes.com/m/the_others,others,others
1986-07-18,aliens,https://www.rottentomatoes.com/m/aliens,1000617-aliens,1000617-aliens
1964-10-21,my_fair_lady,my_fair_lady,my_fair_lady,my_fair_lady
1997-10-17,i_know_what_you_did_last_summer,i_know_what_you_did_last_summer,i_know_what_you_did_last_summer,i_know_what_you_did_last_summer
2014-08-13,lets_be_cops,lets_be_cops,lets_be_cops,lets_be_cops
2004-10-22,sideways,sideways,sideways,sideways
2006-08-25,beerfest,beerfest,beerfest,beerfest
1978-10-25,halloween,https://www.rottentomatoes.com/m/halloween,1009113-halloween,1009113-halloween
2003-10-10,good_boy,good_boy,good_boy,good_boy
2013-11-15,the_best_man_holiday,the_best_man_holiday,the_best_man_holiday,the_best_man_holiday
2006-12-09,smokin_aces,smokin_aces,smokin_aces,smokin_aces
2010-10-21,saw_the_final_chapter,https://www.rottentomatoes.com/m/saw_the_final_chapter,saw3d,saw3d
2002-03-01,40_days_and_40_nights,40_days_and_40_nights,40_days_and_40_nights,40_days_and_40_nights
1998-10-01,a_night_at_the_roxbury,https://www.rottentomatoes.com/m/a_night_at_the_roxbury,night_at_the_roxbury,night_at_the_roxbury
2011-01-21,beastly,beastly,beastly,beastly
2006-03-10,the_hills_have_eyes,the_hills_have_eyes,the_hills_have_eyes,the_hills_have_eyes
2003-09-05,dickie_roberts_former_child_star,dickie_roberts_former_child_star,dickie_roberts_former_child_star,dickie_roberts_former_child_star
2015-02-20,mcfarland_usa,mcfarland_usa,mcfarland_usa,mcfarland_usa
2010-08-20,lottery_ticket,https://www.rottentomatoes.com/m/lottery_ticket,10012039-lottery_ticket,10012039-lottery_ticket
2006-03-31,atl,atl,atl,atl
2012-09-28,pitch_perfect,pitch_perfect,pitch_perfect,pitch_perfect
2001-08-22,summer_catch,summer_catch,summer_catch,summer_catch
1998-12-11,a_simple_plan,https://www.rottentomatoes.com/m/a_simple_plan,simple_plan,simple_plan
2002-11-01,they,they,they,they
2006-03-24,larry_the_cable_guy_health_inspector,larry_the_cable_guy_health_inspector,larry_the_cable_guy_health_inspector,larry_the_cable_guy_health_inspector
1999-10-01,the_adventures_of_elmo_in_grouchland,https://www.rottentomatoes.com/m/the_adventures_of_elmo_in_grouchland,adventures_of_elmo_in_grouchland,adventures_of_elmo_in_grouchland
2009-01-16,brooklyns_finest,brooklyns_finest,brooklyns_finest,brooklyns_finest
1963-05-06,55_days_at_peking,55_days_at_peking,55_days_at_peking,55_days_at_peking
2013-04-05,evil_dead,evil_dead,evil_dead,evil_dead
2009-02-06,my_life_in_ruins,my_life_in_ruins,my_life_in_ruins,my_life_in_ruins
2006-03-04,american_dreamz,american_dreamz,american_dreamz,american_dreamz
1987-07-23,superman_iv_the_quest_for_peace,superman_iv_the_quest_for_peace,superman_iv_the_quest_for_peace,superman_iv_the_quest_for_peace
2008-01-25,how_she_move,how_she_move,how_she_move,how_she_move
2006-01-06,running_scared,running_scared,running_scared,running_scared
2004-04-30,bobby_jones_stroke_of_genius,bobby_jones_stroke_of_genius,bobby_jones_stroke_of_genius,bobby_jones_stroke_of_genius
1986-08-29,shanghai_surprise,shanghai_surprise,shanghai_surprise,shanghai_surprise
2006-08-18,the_illusionist,the_illusionist,the_illusionist,the_illusionist
1981-11-12,roar,roar,roar,roar
2003-07-11,veronica_guerin,veronica_guerin,veronica_guerin,veronica_guerin
2014-10-11,escobar_paradise_lost,escobar_paradise_lost,escobar_paradise_lost,escobar_paradise_lost
2006-05-15,southland_tales,southland_tales,southland_tales,southland_tales
1977-09-10,damnation_alley,damnation_alley,damnation_alley,damnation_alley
2012-08-23,the_apparition,the_apparition,the_apparition,the_apparition
1991-11-27,my_girl,https://www.rottentomatoes.com/m/my_girl,1037649-my_girl,1037649-my_girl
2006-08-30,fur_an_imaginary_portrait_of_diane_arbus,https://www.rottentomatoes.com/m/fur_an_imaginary_portrait_of_diane_arbus,fur,fur
1987-12-10,wall_street,wall_street,wall_street,wall_street
1995-12-13,sense_and_sensibility,https://www.rottentomatoes.com/m/sense_and_sensibility,1068832-sense_and_sensibility,1068832-sense_and_sensibility
